STNAME,CTYNAME,Majority_White,Percent_White
Georgia,Bryan County,True,0.8012975724840131
Georgia,Bulloch County,True,0.6700002751258701
Georgia,Burke County,False,0.48864864864864865
Georgia,Butts County,True,0.698860737969733
Georgia,Calhoun County,False,0.3600861008610086
Georgia,Camden County,True,0.7546982607680635
Georgia,Candler County,True,0.7251056939821895
Georgia,Carroll County,True,0.7802383939774153
Georgia,Catoosa County,True,0.9410109768471543
Georgia,Charlton County,True,0.6525009402030839
Georgia,Chatham County,True,0.5471396427356983
Georgia,Chattahoochee County,True,0.7231725090128097
Georgia,Chattooga County,True,0.8594363459669582
Georgia,Cherokee County,True,0.8958181777105031
Georgia,Clarke County,True,0.6630136530690303
Georgia,Clay County,False,0.3870346598202824
Georgia,Clayton County,False,0.25098537730172105
Georgia,Clinch County,True,0.6967847573682644
Georgia,Cobb County,True,0.6613658787575518
Georgia,Coffee County,True,0.6977993977299051
Georgia,Colquitt County,True,0.7337711598066627
Georgia,Columbia County,True,0.7668715385141346
Georgia,Cook County,True,0.7008804585475389
Georgia,Coweta County,True,0.7809194296145239
Georgia,Crawford County,True,0.7548412698412699
Georgia,Crisp County,True,0.5381259001948657
Georgia,Dade County,True,0.9597331716191632
Georgia,Dawson County,True,0.9669075015609669
Georgia,Decatur County,True,0.5593078628812389
Georgia,DeKalb County,False,0.37368563221885787
Georgia,Dodge County,True,0.6797787050494631
Georgia,Dooly County,False,0.49217767844671045
Georgia,Dougherty County,False,0.29953122189183184
Georgia,Douglas County,True,0.5445954721544215
Georgia,Early County,False,0.49358127241835004
Georgia,Echols County,True,0.8916750250752257
Georgia,Effingham County,True,0.8316101551798548
Georgia,Elbert County,True,0.682076813655761
Georgia,Emanuel County,True,0.6383963664948904
Georgia,Evans County,True,0.6678828702404341
Georgia,Fannin County,True,0.9750979056700153
Georgia,Fayette County,True,0.7247219225475243
Georgia,Floyd County,True,0.8107967601401582
Georgia,Forsyth County,True,0.8753405559576007
Georgia,Franklin County,True,0.882433543436558
Georgia,Fulton County,False,0.4702911616499944
Georgia,Gilmer County,True,0.9669031571479247
Georgia,Glascock County,True,0.8949713558243158
Georgia,Glynn County,True,0.6973661474661204
Georgia,Gordon County,True,0.9230893375892121
Georgia,Grady County,True,0.6793238993710692
Georgia,Greene County,True,0.6095575441213025
